menu_fd_Code,menu_fd_Nm,menu_upper_Fd_Group_Nm,menu_fd_Group_Nm,menu_fd_Wgh,ingredient_fd_Code,ingredient_food_Code,ingredient_food_Nm,ingredient_fd_Eng_Nm,ingredient_nation_Std_Food_Grupp_Code_Nm,ingredient_origin_Code_Nm,ingredient_food_Wgh,ingredient_allrgy_Info,ingredient_onslf_Std_Food_Grupp_Nm,ingredient_amplt_Cl_Nm
D132060,죽순채,,,454.00,D132060,F01071,"대나무순(죽순), 삶은것","Bamboo shoot(Juksun), Boiled",채소류,농진청,150.00,null,null,null
D132060,죽순채,,,454.00,D132060,F00623,"고추, 빨간색, 말린것","Hot pepper(Gochu), Red, Dried",채소류,농진청,3.00,null,null,null
D132060,죽순채,,,454.00,D132060,F01279,"표고버섯, 참나무재배, 말린것, 삶은것","Oak mushroom(Pyogo-beoseot), On tree logs, Dried, Boiled",버섯류,농진청,5.00,null,null,null
D132060,죽순채,,,454.00,D132060,F00622,"고추, 빨간색, 생것","Hot pepper(Gochu), Red, Raw",채소류,농진청,15.00,null,null,null
D132060,죽순채,,,454.00,D132060,F01882,"달걀, 부침(달걀프라이)","Egg, Whole, Pan-fried",난류,농진청,13.00,"난류,밀",null,null
D132066,탕평채,,,237.50,D132066,F00431,녹두묵,"Nokdumuk, Mungbean starch jelly",두류,농진청,100.00,null,null,null
D132066,탕평채,,,237.50,D132066,F01695,"소고기, 한우, 등심, 구운것(팬)","Beef meat, Hanwoo, Loin(Deungsim), Pan-broiled",육류,농진청,30.00,쇠고기,null,null
D132066,탕평채,,,237.50,D132066,F00940,"숙주나물, 데친것","Mungbean sprout(Sukjunamul), Blanched",채소류,농진청,40.00,null,null,null
D132066,탕평채,,,237.50,D132066,F00792,"미나리, 물미나리, 생것","Water dropwort(Minari), Whole, Raw",채소류,농진청,30.00,null,null,null
D132066,탕평채,,,237.50,D132066,F00703,"당근, 뿌리, 데친것","Carrot(Danggeun), Root, Blanched",채소류,농진청,20.00,null,null,null
D132066,탕평채,,,237.50,D132066,F02582,"김, 참김, 구운것","Laver product, Roasted",해조류,농진청,0.50,null,null,null
D132066,탕평채,,,237.50,D132066,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.50,null,null,null
D132066,탕평채,,,237.50,D132066,F02710,참기름,Sesame oil,유지류,농진청,1.50,null,null,null
D132066,탕평채,,,237.50,D132066,F02712,콩기름,Soybean oil,유지류,농진청,14.00,대두(콩),null,null
D132070,호박나물(호박탕쉬),,,612.50,D132070,F01177,"호박, 늙은호박, 삶은것","Pumpkin, Ripe, Boiled",채소류,농진청,400.00,null,null,null
D132070,호박나물(호박탕쉬),,,612.50,D132070,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,3.00,null,null,null
D132070,호박나물(호박탕쉬),,,612.50,D132070,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.50,null,null,null
D132070,호박나물(호박탕쉬),,,612.50,D132070,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,6.00,null,null,null
D132070,호박나물(호박탕쉬),,,612.50,D132070,F02710,참기름,Sesame oil,유지류,농진청,2.00,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F01120,"콩나물, 삶은것","Soybean sprout(Kongnamul), Boiled",채소류,농진청,21.05,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,3.51,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F00793,"미나리, 물미나리, 데친것","Water dropwort(Minari), Whole, Blanched",채소류,농진청,3.51,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,3.51,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.11,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F02883,"식초, 감식초","Vinegar(Sikcho), Persimmon",조미료류,농진청,2.11,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F00394,"설탕, 백설탕","Sugar, White",당류,농진청,1.00,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.40,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F02830,"겨자, 가루","Mustard, Powder",조미료류,농진청,0.70,null,null,null
D132072,"콩나물무침(겨자, 미나리)",,,39.60,D132072,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.70,null,null,null
D132073,오이무침,,,50.00,D132073,F01038,"오이, 취청, 생것","Cucumber(Oi), Chwicheong, Raw",채소류,농진청,34.20,null,null,null
D132073,오이무침,,,50.00,D132073,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,3.50,null,null,null
D132073,오이무침,,,50.00,D132073,F00551,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,0.80,null,null,null
D132073,오이무침,,,50.00,D132073,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,0.80,null,null,null
D132073,오이무침,,,50.00,D132073,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.50,null,null,null
D132073,오이무침,,,50.00,D132073,F02710,참기름,Sesame oil,유지류,농진청,0.80,null,null,null
D132073,오이무침,,,50.00,D132073,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,5.10,null,null,null
D132073,오이무침,,,50.00,D132073,F02911,초고추장,"Chogochujang, Gochujang with vinegar and sugar",조미료류,농진청,4.30,대두(콩),null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F01120,"콩나물, 삶은것","Soybean sprout(Kongnamul), Boiled",채소류,농진청,28.70,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,4.80,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F00793,"미나리, 물미나리, 데친것","Water dropwort(Minari), Whole, Blanched",채소류,농진청,4.80,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,4.80,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.40,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F02883,"식초, 감식초","Vinegar(Sikcho), Persimmon",조미료류,농진청,1.40,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F00394,"설탕, 백설탕","Sugar, White",당류,농진청,1.00,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F02830,"겨자, 가루","Mustard, Powder",조미료류,농진청,0.50,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.50,null,null,null
D132074,"콩나물무침(겨자, 미나리)",,,49.90,D132074,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132075,오이무침,,,60.60,D132075,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.10,null,null,null
D132075,오이무침,,,60.60,D132075,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.10,null,null,null
D132075,오이무침,,,60.60,D132075,F01038,"오이, 취청, 생것","Cucumber(Oi), Chwicheong, Raw",채소류,농진청,40.00,null,null,null
D132075,오이무침,,,60.60,D132075,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,4.30,null,null,null
D132075,오이무침,,,60.60,D132075,F00551,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,2.10,null,null,null
D132075,오이무침,,,60.60,D132075,F02911,초고추장,"Chogochujang, Gochujang with vinegar and sugar",조미료류,농진청,7.00,대두(콩),null,null
D132075,오이무침,,,60.60,D132075,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,5.00,null,null,null
D132077,무나물(들깨),,,60.30,D132077,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,50.00,null,null,null
D132077,무나물(들깨),,,60.30,D132077,F00495,"들깨, 볶은것","Perilla seed(Deulkkae), Roasted",견과 및 종실류,농진청,2.00,null,null,null
D132077,무나물(들깨),,,60.30,D132077,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.50,null,null,null
D132077,무나물(들깨),,,60.30,D132077,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,2.50,null,null,null
D132077,무나물(들깨),,,60.30,D132077,F02710,참기름,Sesame oil,유지류,농진청,2.00,null,null,null
D132077,무나물(들깨),,,60.30,D132077,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.30,null,null,null
D132078,참나물무침(된장),,,65.11,D132078,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D132078,참나물무침(된장),,,65.11,D132078,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,2.00,대두(콩),null,null
D132078,참나물무침(된장),,,65.11,D132078,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.55,null,null,null
D132078,참나물무침(된장),,,65.11,D132078,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.28,null,null,null
D132078,참나물무침(된장),,,65.11,D132078,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.28,null,null,null
D132078,참나물무침(된장),,,65.11,D132078,F02710,참기름,Sesame oil,유지류,농진청,3.00,null,null,null
D132078,참나물무침(된장),,,65.11,D132078,F01080,"참나물, 재배, 생것","Chamnamul, Cultivated, Raw",채소류,농진청,50.00,null,null,null
D132080,버섯무침(팽이버섯),,,40.10,D132080,F01258,"팽이버섯, 데친것","Winter mushroom(Paengi-beoseot), Blanched",버섯류,농진청,27.60,null,null,null
D132080,버섯무침(팽이버섯),,,40.10,D132080,F00868,"부추, 재래종, 생것","Chinese chive, Native, Raw",채소류,농진청,5.50,null,null,null
D132080,버섯무침(팽이버섯),,,40.10,D132080,F00622,"고추, 빨간색, 생것","Hot pepper(Gochu), Red, Raw",채소류,농진청,1.40,null,null,null
D132080,버섯무침(팽이버섯),,,40.10,D132080,F02888,"식초, 양조","Vinegar(Sikcho), Brewing",조미료류,농진청,1.40,null,null,null
D132080,버섯무침(팽이버섯),,,40.10,D132080,F00551,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.40,null,null,null
D132080,버섯무침(팽이버섯),,,40.10,D132080,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,0.70,null,null,null
D132080,버섯무침(팽이버섯),,,40.10,D132080,F02063,"멸치, 액젓","Anchovy, Fish sauce, Salt-fermented",어패류 및 기타 수산물,농진청,0.70,null,null,null
D132080,버섯무침(팽이버섯),,,40.10,D132080,F00394,"설탕, 백설탕","Sugar, White",당류,농진청,0.70,null,null,null
D132080,버섯무침(팽이버섯),,,40.10,D132080,F02710,참기름,Sesame oil,유지류,농진청,0.70,null,null,null
D132081,무나물(들깨),,,48.00,D132081,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,40.00,null,null,null
D132081,무나물(들깨),,,48.00,D132081,F00495,"들깨, 볶은것","Perilla seed(Deulkkae), Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132081,무나물(들깨),,,48.00,D132081,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D132081,무나물(들깨),,,48.00,D132081,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,2.00,null,null,null
D132081,무나물(들깨),,,48.00,D132081,F02710,참기름,Sesame oil,유지류,농진청,2.00,null,null,null
D132081,무나물(들깨),,,48.00,D132081,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D132082,유채나물,,,81.00,D132082,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,3.00,대두(콩),null,null
D132082,유채나물,,,81.00,D132082,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D132082,유채나물,,,81.00,D132082,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,2.00,null,null,null
D132082,유채나물,,,81.00,D132082,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132082,유채나물,,,81.00,D132082,F02710,참기름,Sesame oil,유지류,농진청,2.00,null,null,null
D132082,유채나물,,,81.00,D132082,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D132082,유채나물,,,81.00,D132082,F01028,"열무, 생것","Radish, Young, Raw",채소류,농진청,70.00,null,null,null
D132083,숙주나물,,,62.50,D132083,F00940,"숙주나물, 데친것","Mungbean sprout(Sukjunamul), Blanched",채소류,농진청,47.40,null,null,null
D132083,숙주나물,,,62.50,D132083,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,7.90,null,null,null
D132083,숙주나물,,,62.50,D132083,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.60,null,null,null
D132083,숙주나물,,,62.50,D132083,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.60,null,null,null
D132083,숙주나물,,,62.50,D132083,F02710,참기름,Sesame oil,유지류,농진청,4.00,null,null,null
D132084,쑥갓나물,,,59.70,D132084,F00972,"쑥갓, 데친것","Crown daisy(Ssukgat), Blanched",채소류,농진청,48.30,null,null,null
D132084,쑥갓나물,,,59.70,D132084,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.10,null,null,null
D132084,쑥갓나물,,,59.70,D132084,F01147,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,2.10,null,null,null
D132084,쑥갓나물,,,59.70,D132084,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132084,쑥갓나물,,,59.70,D132084,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,3.40,대두(콩),null,null
D132084,쑥갓나물,,,59.70,D132084,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,1.40,null,null,null
D132084,쑥갓나물,,,59.70,D132084,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,0.70,null,null,null
D132084,쑥갓나물,,,59.70,D132084,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.70,null,null,null
D132085,탕평채,,,118.60,D132085,F00431,녹두묵,"Nokdumuk, Mungbean starch jelly",두류,농진청,70.00,null,null,null
D132085,탕평채,,,118.60,D132085,F01695,"소고기, 한우, 등심, 구운것(팬)","Beef meat, Hanwoo, Loin(Deungsim), Pan-broiled",육류,농진청,6.00,쇠고기,null,null
D132085,탕평채,,,118.60,D132085,F00940,"숙주나물, 데친것","Mungbean sprout(Sukjunamul), Blanched",채소류,농진청,17.80,null,null,null
D132085,탕평채,,,118.60,D132085,F00792,"미나리, 물미나리, 생것","Water dropwort(Minari), Whole, Raw",채소류,농진청,13.30,null,null,null
D132085,탕평채,,,118.60,D132085,F00703,"당근, 뿌리, 데친것","Carrot(Danggeun), Root, Blanched",채소류,농진청,8.80,null,null,null
D132085,탕평채,,,118.60,D132085,F02582,"김, 참김, 구운것","Laver product, Roasted",해조류,농진청,0.30,null,null,null
D132085,탕평채,,,118.60,D132085,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.70,null,null,null
D132085,탕평채,,,118.60,D132085,F02710,참기름,Sesame oil,유지류,농진청,0.70,null,null,null
D132085,탕평채,,,118.60,D132085,F02712,콩기름,Soybean oil,유지류,농진청,1.00,대두(콩),null,null
D132086,호박나물(새우젓),,,47.80,D132086,F01185,"호박, 애호박, 데친것","Pumpkin, Young, Blanched",채소류,농진청,38.50,null,null,null
D132086,호박나물(새우젓),,,47.80,D132086,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132086,호박나물(새우젓),,,47.80,D132086,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,2.30,null,null,null
D132086,호박나물(새우젓),,,47.80,D132086,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.50,null,null,null
D132086,호박나물(새우젓),,,47.80,D132086,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.50,null,null,null
D132086,호박나물(새우젓),,,47.80,D132086,F02509,"새우, 젓새우, 생것","Akiami paste shrimp, Raw",어패류 및 기타 수산물,null,1.50,새우,null,null
D132086,호박나물(새우젓),,,47.80,D132086,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.50,null,null,null
D132087,버섯무침(팽이버섯),,,67.00,D132087,F01258,"팽이버섯, 데친것","Winter mushroom(Paengi-beoseot), Blanched",버섯류,농진청,50.00,null,null,null
