menu_fd_Code,menu_fd_Nm,menu_upper_Fd_Group_Nm,menu_fd_Group_Nm,menu_fd_Wgh,ingredient_fd_Code,ingredient_food_Code,ingredient_food_Nm,ingredient_fd_Eng_Nm,ingredient_nation_Std_Food_Grupp_Code_Nm,ingredient_origin_Code_Nm,ingredient_food_Wgh,ingredient_allrgy_Info,ingredient_onslf_Std_Food_Grupp_Nm,ingredient_amplt_Cl_Nm
D052099,부추된장국,,,35.50,D052099,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052099,부추된장국,,,35.50,D052099,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052099,부추된장국,,,35.50,D052099,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052100,쑥바지락국,,,34.50,D052100,F00966,"쑥, 생것","Mugwort(Ssuk), Raw",채소류,농진청,20.00,null,null,null
D052100,쑥바지락국,,,34.50,D052100,F02384,"바지락, 생것","Little neck clam, Wild, Raw",어패류 및 기타 수산물,null,10.00,"어패류(굴, 전복, 홍합 포함)",null,null
D052100,쑥바지락국,,,34.50,D052100,F02847,"된장, 개량",Doenjang,조미료류,농진청,2.00,대두(콩),null,null
D052100,쑥바지락국,,,34.50,D052100,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052100,쑥바지락국,,,34.50,D052100,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D052100,쑥바지락국,,,34.50,D052100,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052101,양파된장국,,,46.00,D052101,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,20.00,null,null,null
D052101,양파된장국,,,46.00,D052101,F00470,두부,"Tofu, Firm",두류,농진청,10.00,대두(콩),null,null
D052101,양파된장국,,,46.00,D052101,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D052101,양파된장국,,,46.00,D052101,F01271,"표고버섯, 배지재배, 생것","Oak mushroom(Pyogo-beoseot), On the growing medium, Raw",버섯류,농진청,5.00,null,null,null
D052101,양파된장국,,,46.00,D052101,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,2.00,null,null,null
D052101,양파된장국,,,46.00,D052101,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052101,양파된장국,,,46.00,D052101,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D052101,양파된장국,,,46.00,D052101,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.50,null,null,null
D052101,양파된장국,,,46.00,D052101,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052102,열무감자국,,,115.00,D052102,F01029,"열무, 데친것","Radish, Young, Blanched",채소류,농진청,50.00,null,null,null
D052102,열무감자국,,,115.00,D052102,F00305,"감자, 대지, 생것","Potato(Gamja), Daeji, Raw",감자 및 전분류,농진청,50.00,null,null,null
D052102,열무감자국,,,115.00,D052102,F02849,"된장, 재래","Doenjang, Korean traditional type",조미료류,농진청,10.00,대두(콩),null,null
D052102,열무감자국,,,115.00,D052102,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052102,열무감자국,,,115.00,D052102,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052102,열무감자국,,,115.00,D052102,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052102,열무감자국,,,115.00,D052102,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,1.00,null,null,null
D052103,유부된장국,,,55.00,D052103,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,20.00,null,null,null
D052103,유부된장국,,,55.00,D052103,F00470,두부,"Tofu, Firm",두류,농진청,15.00,대두(콩),null,null
D052103,유부된장국,,,55.00,D052103,F02847,"된장, 개량",Doenjang,조미료류,농진청,10.00,대두(콩),null,null
D052103,유부된장국,,,55.00,D052103,F00474,"두부, 유부","Tofu, Deep-fried thin slices of pressed tofu(Yubu)",두류,농진청,4.00,대두(콩),null,null
D052103,유부된장국,,,55.00,D052103,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,3.00,null,null,null
D052103,유부된장국,,,55.00,D052103,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052103,유부된장국,,,55.00,D052103,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052104,유부두부국,,,62.20,D052104,F00470,두부,"Tofu, Firm",두류,농진청,30.00,대두(콩),null,null
D052104,유부두부국,,,62.20,D052104,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,10.00,null,null,null
D052104,유부두부국,,,62.20,D052104,F02847,"된장, 개량",Doenjang,조미료류,농진청,7.00,대두(콩),null,null
D052104,유부두부국,,,62.20,D052104,F00474,"두부, 유부","Tofu, Deep-fried thin slices of pressed tofu(Yubu)",두류,농진청,5.00,대두(콩),null,null
D052104,유부두부국,,,62.20,D052104,F01271,"표고버섯, 배지재배, 생것","Oak mushroom(Pyogo-beoseot), On the growing medium, Raw",버섯류,농진청,2.50,null,null,null
D052104,유부두부국,,,62.20,D052104,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.70,null,null,null
D052104,유부두부국,,,62.20,D052104,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052104,유부두부국,,,62.20,D052104,F02066,"명태, 북어, 말린것","Alaska pollock, Dried",어패류 및 기타 수산물,농진청,1.00,null,null,null
D052104,유부두부국,,,62.20,D052104,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052104,유부두부국,,,62.20,D052104,F02493,"새우, 꽃새우, 삶아서 말린것","Southern rough shrimp, Boiled and dried",어패류 및 기타 수산물,null,1.00,새우,null,null
D052104,유부두부국,,,62.20,D052104,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,1.00,null,null,null
D052104,유부두부국,,,62.20,D052104,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D052105,유채된장국,,,44.50,D052105,F01056,"유채, 동채, 데친것","Yuchae, Young leaf, Blanched",채소류,농진청,35.00,null,null,null
D052105,유채된장국,,,44.50,D052105,F02847,"된장, 개량",Doenjang,조미료류,농진청,4.00,대두(콩),null,null
D052105,유채된장국,,,44.50,D052105,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,3.00,null,null,null
D052105,유채된장국,,,44.50,D052105,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052105,유채된장국,,,44.50,D052105,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052106,콩가루쑥국,,,104.10,D052106,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,40.00,null,null,null
D052106,콩가루쑥국,,,104.10,D052106,F02847,"된장, 개량",Doenjang,조미료류,농진청,20.00,대두(콩),null,null
D052106,콩가루쑥국,,,104.10,D052106,F01117,"콩나물, 생것","Soybean sprout(Kongnamul), Raw",채소류,농진청,20.00,null,null,null
D052106,콩가루쑥국,,,104.10,D052106,F00966,"쑥, 생것","Mugwort(Ssuk), Raw",채소류,농진청,15.00,null,null,null
D052106,콩가루쑥국,,,104.10,D052106,F00454,"대두, 콩가루","Soybean, Yellow, Powder, Roasted",두류,농진청,3.00,대두(콩),null,null
D052106,콩가루쑥국,,,104.10,D052106,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,3.00,null,null,null
D052106,콩가루쑥국,,,104.10,D052106,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052106,콩가루쑥국,,,104.10,D052106,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,1.00,null,null,null
D052106,콩가루쑥국,,,104.10,D052106,F02878,"소금, 천일염, 소금꽃","Salt(Sogeum), Sun-dried salt, Flower salt",조미료류,농진청,0.10,null,null,null
D052107,파유부장국,,,27.00,D052107,F00474,"두부, 유부","Tofu, Deep-fried thin slices of pressed tofu(Yubu)",두류,농진청,5.00,대두(콩),null,null
D052107,파유부장국,,,27.00,D052107,F01148,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,5.00,null,null,null
D052107,파유부장국,,,27.00,D052107,F02847,"된장, 개량",Doenjang,조미료류,농진청,4.00,대두(콩),null,null
D052107,파유부장국,,,27.00,D052107,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,3.00,null,null,null
D052107,파유부장국,,,27.00,D052107,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,3.00,null,null,null
D052107,파유부장국,,,27.00,D052107,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,3.00,null,null,null
D052107,파유부장국,,,27.00,D052107,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,3.00,null,null,null
D052107,파유부장국,,,27.00,D052107,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D052108,팽이미역국,,,23.00,D052108,F01257,"팽이버섯, 생것","Winter mushroom(Paengi-beoseot), Raw",버섯류,농진청,10.00,null,null,null
D052108,팽이미역국,,,23.00,D052108,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D052108,팽이미역국,,,23.00,D052108,F02598,"미역, 생것","Sea mustard, Wild, Raw",해조류,null,2.00,null,null,null
D052108,팽이미역국,,,23.00,D052108,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,2.00,null,null,null
D052108,팽이미역국,,,23.00,D052108,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052108,팽이미역국,,,23.00,D052108,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052109,호박된장국,,,38.10,D052109,F01182,"호박, 애호박, 생것","Pumpkin, Young, Raw",채소류,농진청,15.00,null,null,null
D052109,호박된장국,,,38.10,D052109,F00305,"감자, 대지, 생것","Potato(Gamja), Daeji, Raw",감자 및 전분류,농진청,10.00,null,null,null
D052109,호박된장국,,,38.10,D052109,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,7.00,null,null,null
D052109,호박된장국,,,38.10,D052109,F02847,"된장, 개량",Doenjang,조미료류,농진청,4.00,대두(콩),null,null
D052109,호박된장국,,,38.10,D052109,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052109,호박된장국,,,38.10,D052109,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,0.50,null,null,null
D052109,호박된장국,,,38.10,D052109,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,0.30,null,null,null
D052109,호박된장국,,,38.10,D052109,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.30,null,null,null
D052110,미역팽이장국,,,14.50,D052110,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D052110,미역팽이장국,,,14.50,D052110,F02599,"미역, 말린것","Sea mustard, Dried",해조류,농진청,2.00,null,null,null
D052110,미역팽이장국,,,14.50,D052110,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052110,미역팽이장국,,,14.50,D052110,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052110,미역팽이장국,,,14.50,D052110,F01257,"팽이버섯, 생것","Winter mushroom(Paengi-beoseot), Raw",버섯류,농진청,2.00,null,null,null
D052110,미역팽이장국,,,14.50,D052110,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052110,미역팽이장국,,,14.50,D052110,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,0.50,null,null,null
D052111,보리순된장국,,,60.20,D052111,F00853,"보리, 쌀보리, 순, 생것","Barley, Naked, Young barley, Raw",채소류,농진청,40.00,null,null,null
D052111,보리순된장국,,,60.20,D052111,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D052111,보리순된장국,,,60.20,D052111,F01271,"표고버섯, 배지재배, 생것","Oak mushroom(Pyogo-beoseot), On the growing medium, Raw",버섯류,농진청,5.00,null,null,null
D052111,보리순된장국,,,60.20,D052111,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,5.00,null,null,null
D052111,보리순된장국,,,60.20,D052111,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052111,보리순된장국,,,60.20,D052111,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052111,보리순된장국,,,60.20,D052111,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D052111,보리순된장국,,,60.20,D052111,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,0.50,대두(콩),null,null
D052111,보리순된장국,,,60.20,D052111,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052111,보리순된장국,,,60.20,D052111,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,0.20,null,null,null
D052112,애호박된장국,,,32.50,D052112,F01182,"호박, 애호박, 생것","Pumpkin, Young, Raw",채소류,농진청,15.00,null,null,null
D052112,애호박된장국,,,32.50,D052112,F02847,"된장, 개량",Doenjang,조미료류,농진청,8.00,대두(콩),null,null
D052112,애호박된장국,,,32.50,D052112,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,5.00,null,null,null
D052112,애호박된장국,,,32.50,D052112,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052112,애호박된장국,,,32.50,D052112,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052112,애호박된장국,,,32.50,D052112,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052112,애호박된장국,,,32.50,D052112,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052113,양배추된장국,,,45.50,D052113,F00993,"양배추, 생것","Cabbage(Yangbaechu), Raw",채소류,농진청,30.00,null,null,null
D052113,양배추된장국,,,45.50,D052113,F02847,"된장, 개량",Doenjang,조미료류,농진청,7.00,대두(콩),null,null
D052113,양배추된장국,,,45.50,D052113,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,5.00,null,null,null
D052113,양배추된장국,,,45.50,D052113,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052113,양배추된장국,,,45.50,D052113,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052113,양배추된장국,,,45.50,D052113,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052114,양송이된장국,,,28.80,D052114,F01241,"양송이버섯, 생것","Button mushroom(Yangsongi-beoseot), White, Raw",버섯류,농진청,20.00,null,null,null
D052114,양송이된장국,,,28.80,D052114,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D052114,양송이된장국,,,28.80,D052114,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052114,양송이된장국,,,28.80,D052114,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.30,null,null,null
D052114,양송이된장국,,,28.80,D052114,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052115,어린이근대국,,,36.00,D052115,F00657,"근대, 생것","Chard(Geundae), Raw",채소류,농진청,15.00,null,null,null
D052115,어린이근대국,,,36.00,D052115,F00470,두부,"Tofu, Firm",두류,농진청,10.00,대두(콩),null,null
D052115,어린이근대국,,,36.00,D052115,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,5.00,null,null,null
D052115,어린이근대국,,,36.00,D052115,F02847,"된장, 개량",Doenjang,조미료류,농진청,4.00,대두(콩),null,null
D052115,어린이근대국,,,36.00,D052115,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052115,어린이근대국,,,36.00,D052115,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,0.50,null,null,null
D052115,어린이근대국,,,36.00,D052115,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,0.20,null,null,null
D052115,어린이근대국,,,36.00,D052115,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.20,null,null,null
D052115,어린이근대국,,,36.00,D052115,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,0.10,null,null,null
D052116,얼갈이토장국,,,172.00,D052116,F00305,"감자, 대지, 생것","Potato(Gamja), Daeji, Raw",감자 및 전분류,농진청,100.00,null,null,null
D052116,얼갈이토장국,,,172.00,D052116,F01015,"배추, 얼갈이배추, 생것","Kimchi cabbage, Winter grown, Raw",채소류,농진청,50.00,null,null,null
D052116,얼갈이토장국,,,172.00,D052116,F02847,"된장, 개량",Doenjang,조미료류,농진청,10.00,대두(콩),null,null
D052116,얼갈이토장국,,,172.00,D052116,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,7.00,null,null,null
D052116,얼갈이토장국,,,172.00,D052116,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052116,얼갈이토장국,,,172.00,D052116,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052116,얼갈이토장국,,,172.00,D052116,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,0.50,null,null,null
D052116,얼갈이토장국,,,172.00,D052116,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052117,유부팽이장국,,,24.02,D052117,F02849,"된장, 재래","Doenjang, Korean traditional type",조미료류,농진청,10.00,대두(콩),null,null
D052117,유부팽이장국,,,24.02,D052117,F00474,"두부, 유부","Tofu, Deep-fried thin slices of pressed tofu(Yubu)",두류,농진청,5.00,대두(콩),null,null
D052117,유부팽이장국,,,24.02,D052117,F01257,"팽이버섯, 생것","Winter mushroom(Paengi-beoseot), Raw",버섯류,농진청,5.00,null,null,null
D052117,유부팽이장국,,,24.02,D052117,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052117,유부팽이장국,,,24.02,D052117,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052117,유부팽이장국,,,24.02,D052117,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,1.00,null,null,null
D052117,유부팽이장국,,,24.02,D052117,F02875,"소금, 천일염","Salt(Sogeum), Sun-dried salt",조미료류,농진청,0.02,null,null,null
D052118,일식팽이장국,,,24.02,D052118,F01257,"팽이버섯, 생것","Winter mushroom(Paengi-beoseot), Raw",버섯류,농진청,15.00,null,null,null
D052118,일식팽이장국,,,24.02,D052118,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D052118,일식팽이장국,,,24.02,D052118,F01148,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,3.00,null,null,null
D052118,일식팽이장국,,,24.02,D052118,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,1.00,null,null,null
D052118,일식팽이장국,,,24.02,D052118,F02875,"소금, 천일염","Salt(Sogeum), Sun-dried salt",조미료류,농진청,0.02,null,null,null
D052119,조갯살근대국,,,93.00,D052119,F00657,"근대, 생것","Chard(Geundae), Raw",채소류,농진청,40.00,null,null,null
D052119,조갯살근대국,,,93.00,D052119,F02423,"조개, 살조개, 생것","Jedo venus, Raw",어패류 및 기타 수산물,null,25.00,"어패류(굴, 전복, 홍합 포함)",null,null
D052119,조갯살근대국,,,93.00,D052119,F02847,"된장, 개량",Doenjang,조미료류,농진청,20.00,대두(콩),null,null
D052119,조갯살근대국,,,93.00,D052119,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,5.00,null,null,null
D052119,조갯살근대국,,,93.00,D052119,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,3.00,null,null,null
D052120,콩가루배추국,,,63.20,D052120,F01015,"배추, 얼갈이배추, 생것","Kimchi cabbage, Winter grown, Raw",채소류,농진청,40.00,null,null,null
D052120,콩가루배추국,,,63.20,D052120,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,10.00,null,null,null
D052120,콩가루배추국,,,63.20,D052120,F00454,"대두, 콩가루","Soybean, Yellow, Powder, Roasted",두류,농진청,7.00,대두(콩),null,null
D052120,콩가루배추국,,,63.20,D052120,F02847,"된장, 개량",Doenjang,조미료류,농진청,3.00,대두(콩),null,null
D052120,콩가루배추국,,,63.20,D052120,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,2.00,null,null,null
D052120,콩가루배추국,,,63.20,D052120,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D052120,콩가루배추국,,,63.20,D052120,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.20,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F01170,"호박, 잎, 생것","Pumpkin(Hobak), Young leaf, Raw",채소류,농진청,30.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F01182,"호박, 애호박, 생것","Pumpkin, Young, Raw",채소류,농진청,20.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F00305,"감자, 대지, 생것","Potato(Gamja), Daeji, Raw",감자 및 전분류,농진청,20.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,10.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F02847,"된장, 개량",Doenjang,조미료류,농진청,3.00,대두(콩),null,null
D052121,호박잎된장국,,,93.20,D052121,F01271,"표고버섯, 배지재배, 생것","Oak mushroom(Pyogo-beoseot), On the growing medium, Raw",버섯류,농진청,2.50,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F02066,"명태, 북어, 말린것","Alaska pollock, Dried",어패류 및 기타 수산물,농진청,1.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F02493,"새우, 꽃새우, 삶아서 말린것","Southern rough shrimp, Boiled and dried",어패류 및 기타 수산물,null,1.00,새우,null,null
D052121,호박잎된장국,,,93.20,D052121,F00632,"고추, 청양고추, 생것","Hot pepper(Gochu), Cheongyang, Green, Raw",채소류,농진청,1.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,1.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D052121,호박잎된장국,,,93.20,D052121,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,0.70,null,null,null
D052122,달래두부된장국,,,34.30,D052122,F00470,두부,"Tofu, Firm",두류,농진청,10.00,대두(콩),null,null
D052122,달래두부된장국,,,34.30,D052122,F00698,"달래, 생것","Wild garlic(Dallae), Raw",채소류,농진청,10.00,null,null,null
D052122,달래두부된장국,,,34.30,D052122,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D052122,달래두부된장국,,,34.30,D052122,F00815,"배추, 생것","Kimchi cabbage(Baechu), Raw",채소류,농진청,5.00,null,null,null
D052122,달래두부된장국,,,34.30,D052122,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,2.00,null,null,null
D052122,달래두부된장국,,,34.30,D052122,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052122,달래두부된장국,,,34.30,D052122,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,0.30,대두(콩),null,null
D052123,두부양파된장국,,,49.20,D052123,F00470,두부,"Tofu, Firm",두류,농진청,30.00,대두(콩),null,null
D052123,두부양파된장국,,,49.20,D052123,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,8.00,null,null,null
D052123,두부양파된장국,,,49.20,D052123,F00305,"감자, 대지, 생것","Potato(Gamja), Daeji, Raw",감자 및 전분류,농진청,5.00,null,null,null
D052123,두부양파된장국,,,49.20,D052123,F02847,"된장, 개량",Doenjang,조미료류,농진청,4.00,대두(콩),null,null
D052123,두부양파된장국,,,49.20,D052123,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052123,두부양파된장국,,,49.20,D052123,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,0.70,null,null,null
D052123,두부양파된장국,,,49.20,D052123,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,0.50,null,null,null
D052124,마른새우아욱국,,,77.00,D052124,F00981,"아욱, 생것","Curled mallow(Auk), Raw",채소류,농진청,50.00,null,null,null
D052124,마른새우아욱국,,,77.00,D052124,F02847,"된장, 개량",Doenjang,조미료류,농진청,10.00,대두(콩),null,null
D052124,마른새우아욱국,,,77.00,D052124,F02493,"새우, 꽃새우, 삶아서 말린것","Southern rough shrimp, Boiled and dried",어패류 및 기타 수산물,null,5.00,새우,null,null
D052124,마른새우아욱국,,,77.00,D052124,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,5.00,null,null,null
D052124,마른새우아욱국,,,77.00,D052124,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,2.00,대두(콩),null,null
D052124,마른새우아욱국,,,77.00,D052124,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,2.00,null,null,null
D052124,마른새우아욱국,,,77.00,D052124,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,2.00,null,null,null
