no,fd_Code,upper_Fd_Grupp_Nm,fd_Grupp_Nm,fd_Nm,fd_Wgh,food_Cnt
1998,D103070,볶음류,채소 및 해조류볶음,무청볶음(된장),60.40,8
1999,D103071,볶음류,채소 및 해조류볶음,고구마줄기볶음,74.70,8
2000,D103072,볶음류,채소 및 해조류볶음,무청볶음(된장),39.80,8
2001,D103073,볶음류,채소 및 해조류볶음,미역자반,52.00,4
2002,D103074,볶음류,채소 및 해조류볶음,건곤드레해물볶음,164.00,11
2003,D103075,볶음류,채소 및 해조류볶음,고춧잎지짐이,149.50,14
2004,D103076,볶음류,채소 및 해조류볶음,돼지고기 죽순채 볶음,176.00,13
2005,D103077,볶음류,채소 및 해조류볶음,무매운볶음,129.00,15
2006,D103078,볶음류,채소 및 해조류볶음,소고기머위순들깨볶음,209.25,12
2007,D103079,볶음류,채소 및 해조류볶음,시래기멸치지짐,209.50,9
2008,D103080,볶음류,채소 및 해조류볶음,열무버섯볶음,98.25,11
2009,D103081,볶음류,채소 및 해조류볶음,월과채,117.75,16
2010,D103082,볶음류,채소 및 해조류볶음,콩카레,176.00,8
2011,D103083,볶음류,채소 및 해조류볶음,토마토가지볶음,111.00,8
2012,D103084,볶음류,채소 및 해조류볶음,풋고추볶음과 밀쌈,138.60,13
2013,D103085,볶음류,채소 및 해조류볶음,곤약냉잡채,364.00,17
2014,D103086,볶음류,채소 및 해조류볶음,브로콜리견과류볶음,95.30,5
2015,D104001,볶음류,곡류 및 두류볶음,두부볶음,85.00,3
2016,D104002,볶음류,곡류 및 두류볶음,두부볶음(김치),95.00,4
2017,D104003,볶음류,곡류 및 두류볶음,"떡볶이(간장, 돼지고기)",271.00,12
2018,D104004,볶음류,곡류 및 두류볶음,떡볶이(고추장),388.00,11
2019,D104005,볶음류,곡류 및 두류볶음,"떡볶이(고추장, 어묵)",267.00,11
2020,D104006,볶음류,곡류 및 두류볶음,라면볶음(고추장),259.00,8
2021,D104007,볶음류,곡류 및 두류볶음,마파두부,340.00,15
2022,D104008,볶음류,곡류 및 두류볶음,콩볶음(간장),17.00,4
2023,D104013,볶음류,곡류 및 두류볶음,궁중떡볶이,409.00,10
2024,D104016,볶음류,곡류 및 두류볶음,떡볶이,450.00,6
2025,D104027,볶음류,곡류 및 두류볶음,두부소보로청경채볶음,143.00,10
2026,D104028,볶음류,곡류 및 두류볶음,오리고기 궁중떡볶이,166.55,16
2027,D104029,볶음류,곡류 및 두류볶음,팥리소토,241.35,12
2028,D105001,볶음류,기타 볶음류,구절판,145.00,9
2029,D105002,볶음류,기타 볶음류,메뚜기볶음(고추장),33.00,7
2030,D105003,볶음류,기타 볶음류,부추잡채,101.00,11
2031,D105004,볶음류,기타 볶음류,"잡채(돼지고기, 느타리)",148.00,13
2032,D105005,볶음류,기타 볶음류,"잡채(돼지고기, 표고)",144.00,13
2033,D105006,볶음류,기타 볶음류,"잡채(소고기, 느타리)",114.00,12
2034,D105007,볶음류,기타 볶음류,"잡채(소고기, 목이)",148.00,13
2035,D105008,볶음류,기타 볶음류,"잡채(소고기, 표고)",151.00,13
2036,D105009,볶음류,기타 볶음류,짜장볶음,425.00,6
2037,D105010,볶음류,기타 볶음류,팔보채,159.00,13
2038,D105019,볶음류,기타 볶음류,콩나물잡채,502.00,8
2039,D105020,볶음류,기타 볶음류,우엉튀김과 버섯볶음,147.10,21
2040,D105021,볶음류,기타 볶음류,호박고지잡채,94.05,11
2041,D105022,볶음류,기타 볶음류,삼합잡채,246.00,14
2042,D105023,볶음류,기타 볶음류,김치양배추볶음,46.90,9
2043,D105024,볶음류,기타 볶음류,유부 우엉 잡채,63.00,10
2044,D111001,조림류,어패류조림,가자미조림,143.00,9
2045,D111002,조림류,어패류조림,갈치조림,141.00,9
2046,D111003,조림류,어패류조림,건꼴뚜기조림,46.00,7
2047,D111004,조림류,어패류조림,게조림,160.00,10
2048,D111005,조림류,어패류조림,고등어조림(고추장),155.00,9
2049,D111006,조림류,어패류조림,광어조림(고추장),155.00,9
2050,D111007,조림류,어패류조림,꼴뚜기조림,28.00,6
2051,D111008,조림류,어패류조림,꽁치조림,67.00,6
2052,D111009,조림류,어패류조림,꽁치조림(물엿),77.00,7
2053,D111010,조림류,어패류조림,꽁치조림(통조림),117.00,10
2054,D111011,조림류,어패류조림,노가리조림,38.00,5
2055,D111012,조림류,어패류조림,대구포조림(고추장),35.00,7
2056,D111013,조림류,어패류조림,동태조림,162.00,11
2057,D111014,조림류,어패류조림,멸치조림(고추장),53.00,7
2058,D111015,조림류,어패류조림,"멸치조림(고추장, 풋고추)",63.00,7
2059,D111016,조림류,어패류조림,바지락조림,141.00,9
2060,D111017,조림류,어패류조림,방어조림,67.00,6
2061,D111018,조림류,어패류조림,뱅어포조림,62.00,6
2062,D111019,조림류,어패류조림,병어조림,141.00,9
2063,D111020,조림류,어패류조림,북어조림,39.00,5
2064,D111021,조림류,어패류조림,붕어조림,67.00,6
2065,D111022,조림류,어패류조림,삼치조림,128.00,9
2066,D111023,조림류,어패류조림,새우조림,34.00,6
2067,D111024,조림류,어패류조림,서대조림,67.00,6
2068,D111025,조림류,어패류조림,양미리조림,108.00,9
2069,D111026,조림류,어패류조림,어묵조림(감자),103.00,5
2070,D111027,조림류,어패류조림,"어묵조림(감자, 햄)",113.00,6
2071,D111028,조림류,어패류조림,오징어조림,149.00,8
2072,D111029,조림류,어패류조림,오징어채조림(간장),51.00,7
2073,D111030,조림류,어패류조림,오징어채조림(고추장),17.00,4
2074,D111031,조림류,어패류조림,임연수어조림,67.00,6
2075,D111032,조림류,어패류조림,장어조림(고추장),121.00,11
2076,D111033,조림류,어패류조림,전어조림,122.00,7
2077,D111034,조림류,어패류조림,정어리조림,142.00,8
2078,D111035,조림류,어패류조림,조기조림,139.00,8
2079,D111036,조림류,어패류조림,쥐포조림,29.00,3
2080,D111037,조림류,어패류조림,청어조림,135.00,11
2081,D111038,조림류,어패류조림,코다리조림,143.00,8
2082,D111039,조림류,어패류조림,홍합조림,95.00,7
2083,D111049,조림류,어패류조림,홍합초,115.00,9
2084,D111052,조림류,어패류조림,가자미조림,85.60,10
2085,D111053,조림류,어패류조림,고등어조림(고추장),90.10,9
2086,D111054,조림류,어패류조림,단호박갈치조림,162.10,13
2087,D111055,조림류,어패류조림,생강코다리조림,156.00,12
2088,D111056,조림류,어패류조림,장어조림,360.00,14
2089,D112001,조림류,육류 및 난류조림,계란장조림,143.00,6
2090,D112002,조림류,육류 및 난류조림,계란장조림(소고기),177.00,8
2091,D112003,조림류,육류 및 난류조림,닭고기조림,144.00,10
2092,D112004,조림류,육류 및 난류조림,닭고기조림(고추장),137.00,10
2093,D112005,조림류,육류 및 난류조림,닭다리조림,92.00,8
2094,D112006,조림류,육류 및 난류조림,닭볶음탕(고추장),149.00,10
2095,D112007,조림류,육류 및 난류조림,돼지고기장조림(감자),137.00,7
2096,D112008,조림류,육류 및 난류조림,돼지고기장조림(메추리알),146.00,9
2097,D112009,조림류,육류 및 난류조림,메추리알장조림,73.00,8
2098,D112010,조림류,육류 및 난류조림,소고기장조림,131.00,5
2099,D112011,조림류,육류 및 난류조림,소고기장조림(감자),544.00,7
2100,D112012,조림류,육류 및 난류조림,소고기장조림(메추리알),171.00,6
2101,D112013,조림류,육류 및 난류조림,소고기조림,48.00,9
2102,D112014,조림류,육류 및 난류조림,소시지조림,70.00,7
2103,D112015,조림류,육류 및 난류조림,완자조림(돼지고기),80.00,9
2104,D112016,조림류,육류 및 난류조림,"완자조림(돼지고기, 고추장)",122.00,9
2105,D112017,조림류,육류 및 난류조림,폭찹,180.00,10
2106,D112018,조림류,육류 및 난류조림,햄조림,70.00,7
2107,D112026,조림류,육류 및 난류조림,돼지고기장조림(메추리알),120.00,9
2108,D112028,조림류,육류 및 난류조림,소고기장조림,50.00,5
2109,D112029,조림류,육류 및 난류조림,메추리알장조림,46.00,8
2110,D112030,조림류,육류 및 난류조림,닭 버섯 조림,146.30,15
2111,D112031,조림류,육류 및 난류조림,닭가슴살 채소조림,135.75,15
2112,D112032,조림류,육류 및 난류조림,돼지고기 채소조림,172.50,21
2113,D112033,조림류,육류 및 난류조림,수삼돈육조림,126.50,9
2114,D112034,조림류,육류 및 난류조림,시래기 등갈비 조림,274.60,15
2115,D112035,조림류,육류 및 난류조림,오리고기장조림,115.05,9
2116,D112036,조림류,육류 및 난류조림,육장(장조림),139.10,11
2117,D112037,조림류,육류 및 난류조림,타콤소스닭조림,720.90,18
2118,D112038,조림류,육류 및 난류조림,토마토소고기장조림,568.00,9
2119,D113001,조림류,채소류조림,가지조림,106.00,9
2120,D113002,조림류,채소류조림,감자조림,43.00,4
2121,D113003,조림류,채소류조림,감자조림(어묵),111.00,7
2122,D113004,조림류,채소류조림,고구마조림,122.00,11
2123,D113005,조림류,채소류조림,깻잎조림,39.00,8
2124,D113006,조림류,채소류조림,당근조림,100.00,6
2125,D113007,조림류,채소류조림,마늘종조림,95.00,8
2126,D113008,조림류,채소류조림,마늘종조림(멸치),105.00,9
2127,D113009,조림류,채소류조림,무조림,90.00,7
2128,D113010,조림류,채소류조림,버섯조림(양송이버섯),90.00,8
2129,D113011,조림류,채소류조림,연근조림,69.00,5
2130,D113012,조림류,채소류조림,우엉조림,74.00,6
2131,D113013,조림류,채소류조림,우엉조림(소고기),88.00,5
2132,D113014,조림류,채소류조림,우엉조림(어묵),100.00,6
2133,D113015,조림류,채소류조림,토란조림,91.00,9
2134,D113016,조림류,채소류조림,풋고추조림,67.00,7
2135,D113017,조림류,채소류조림,호박조림,89.00,7
2136,D113020,조림류,채소류조림,가지조림,60.10,9
2137,D113021,조림류,채소류조림,가지조림,56.10,9
2138,D113022,조림류,채소류조림,고춧잎두부조림,118.50,11
2139,D113023,조림류,채소류조림,보리열무지짐,185.00,8
2140,D113024,조림류,채소류조림,토마토콩조림,388.00,7
2141,D113025,조림류,채소류조림,곤약 감자조림,423.00,11
2142,D114001,조림류,기타 조림류,곤약조림,106.00,7
2143,D114002,조림류,기타 조림류,두부조림(고추장),87.00,9
2144,D114003,조림류,기타 조림류,"두부조림(고추장, 물엿)",97.00,10
2145,D114004,조림류,기타 조림류,두부조림(돼지고기),108.00,8
2146,D114005,조림류,기타 조림류,땅콩조림,88.00,8
2147,D114006,조림류,기타 조림류,떡조림(고추장),87.00,9
2148,D114007,조림류,기타 조림류,만두조림(고추장),87.00,9
2149,D114008,조림류,기타 조림류,밤초,69.00,5
2150,D114009,조림류,기타 조림류,유부조림,61.00,6
2151,D114010,조림류,기타 조림류,콩조림,20.00,4
2152,D114013,조림류,기타 조림류,두부조림,226.00,3
2153,D114019,조림류,기타 조림류,찰옥수수 알감자 조림,879.10,11
2154,D114020,조림류,기타 조림류,콩자반,738.00,5
2155,D114022,조림류,기타 조림류,껍질콩두부조림,100.05,13
2156,D121001,튀김류,어패류튀김,가자미튀김,85.00,4
2157,D121002,튀김류,어패류튀김,갈치튀김,82.00,4
2158,D121003,튀김류,어패류튀김,게맛살튀김,70.00,4
2159,D121004,튀김류,어패류튀김,고등어튀김,93.00,5
2160,D121005,튀김류,어패류튀김,광어튀김,93.00,5
2161,D121006,튀김류,어패류튀김,굴비튀김,100.00,4
2162,D121007,튀김류,어패류튀김,꽁치튀김,103.00,5
2163,D121008,튀김류,어패류튀김,농어튀김,70.00,4
2164,D121009,튀김류,어패류튀김,대구튀김,103.00,5
2165,D121010,튀김류,어패류튀김,도미튀김,103.00,5
2166,D121011,튀김류,어패류튀김,동태튀김(녹말가루),66.00,5
2167,D121012,튀김류,어패류튀김,동태튀김(튀김옷),97.00,6
2168,D121013,튀김류,어패류튀김,망둑어튀김,70.00,4
2169,D121014,튀김류,어패류튀김,멸치튀김,87.00,4
2170,D121015,튀김류,어패류튀김,민어튀김,93.00,5
2171,D121016,튀김류,어패류튀김,방게튀김,70.00,4
2172,D121017,튀김류,어패류튀김,방어튀김,70.00,4
2173,D121018,튀김류,어패류튀김,뱅어포튀김,21.00,3
2174,D121019,튀김류,어패류튀김,병어튀김,88.00,4
2175,D121020,튀김류,어패류튀김,볼락튀김,70.00,4
2176,D121021,튀김류,어패류튀김,볼락튀김(불볼락),70.00,4
2177,D121022,튀김류,어패류튀김,볼락튀김(장문볼락),70.00,4
2178,D121023,튀김류,어패류튀김,북어강정,53.00,8
2179,D121024,튀김류,어패류튀김,북어튀김,70.00,4
2180,D121025,튀김류,어패류튀김,삼치튀김,83.00,4
2181,D121026,튀김류,어패류튀김,새우튀김,3.00,1
2182,D121027,튀김류,어패류튀김,새치튀김,70.00,4
2183,D121028,튀김류,어패류튀김,생선가스,85.00,3
2184,D121029,튀김류,어패류튀김,생선뼈튀김(장어),48.00,2
2185,D121030,튀김류,어패류튀김,어묵튀김,85.00,4
2186,D121031,튀김류,어패류튀김,연어튀김,103.00,5
2187,D121032,튀김류,어패류튀김,오징어탕수,142.00,14
2188,D121033,튀김류,어패류튀김,오징어튀김,93.00,5
2189,D121034,튀김류,어패류튀김,우럭튀김,103.00,5
2190,D121035,튀김류,어패류튀김,임연수어튀김,103.00,5
2191,D121036,튀김류,어패류튀김,장어튀김,70.00,4
2192,D121037,튀김류,어패류튀김,조기튀김,93.00,5
2193,D121038,튀김류,어패류튀김,쥐포튀김,40.00,5
2194,D121039,튀김류,어패류튀김,참치강정,98.00,8
2195,D121040,튀김류,어패류튀김,참치튀김,103.00,5
2196,D121041,튀김류,어패류튀김,청어튀김,103.00,5
2197,D121042,튀김류,어패류튀김,황새치튀김,103.00,5
2198,D121043,튀김류,어패류튀김,다시마튀각,68.00,4
2199,D121044,튀김류,어패류튀김,두부해물완자,152.00,12
2200,D121045,튀김류,어패류튀김,고등어카레탕수,930.00,11
2201,D122001,튀김류,육류튀김,깐풍기,124.00,13
2202,D122002,튀김류,육류튀김,닭강정,111.00,12
2203,D122003,튀김류,육류튀김,닭튀김,93.00,7
2204,D122004,튀김류,육류튀김,돈가스,109.00,8
2205,D122005,튀김류,육류튀김,돈저냐,75.00,12
2206,D122006,튀김류,육류튀김,돼지고기강정,102.00,7
2207,D122007,튀김류,육류튀김,돼지고기튀김,82.00,6
2208,D122008,튀김류,육류튀김,라조기,124.00,13
2209,D122009,튀김류,육류튀김,베이컨튀김,82.00,6
2210,D122010,튀김류,육류튀김,비프커틀릿,107.00,7
2211,D122011,튀김류,육류튀김,소고기튀김,97.00,7
2212,D122012,튀김류,육류튀김,소시지튀김,95.00,8
2213,D122013,튀김류,육류튀김,양념통닭,125.00,14
2214,D122014,튀김류,육류튀김,탕수육,152.00,12
2215,D122015,튀김류,육류튀김,햄커틀릿,85.00,7
2216,D122017,튀김류,육류튀김,새우유자마요,131.40,12
2217,D122018,튀김류,육류튀김,쌀 치킨텐더,142.00,13
2218,D122019,튀김류,육류튀김,움파목살강정,72.35,12
2219,D122020,튀김류,육류튀김,불고기미니볼,515.00,18
2220,D122021,튀김류,육류튀김,아몬드치킨볼,316.00,12
2221,D122022,튀김류,육류튀김,과일먹은 닭탕수,747.20,12
2222,D122023,튀김류,육류튀김,단호박 생선탕수,303.00,11
2223,D123001,튀김류,채소류튀김,가지튀김,113.00,9
2224,D123002,튀김류,채소류튀김,고추튀김,61.00,5
2225,D123003,튀김류,채소류튀김,깻잎튀김,36.00,4
2226,D123004,튀김류,채소류튀김,도라지튀김,86.00,5
2227,D123005,튀김류,채소류튀김,연근튀김,96.00,5
2228,D123006,튀김류,채소류튀김,오이튀김,33.00,5
2229,D123007,튀김류,채소류튀김,가죽부각(가죽자반튀김),1787.00,8
2230,D123015,튀김류,채소류튀김,고추부각,137.00,4
2231,D123016,튀김류,채소류튀김,깻잎 부각,64.30,6
2232,D123017,튀김류,채소류튀김,단호박고기튀김,149.30,11
2233,D123018,튀김류,채소류튀김,참깨소스를 곁들인 찹쌀더덕튀김,97.10,10
2234,D123019,튀김류,채소류튀김,풋고추 새우살 튀김,154.15,14
2235,D124001,튀김류,기타 튀김류,감자튀김,137.00,3
2236,D124002,튀김류,기타 튀김류,고구마맛탕,157.00,5
2237,D124003,튀김류,기타 튀김류,고구마튀김,120.00,3
2238,D124004,튀김류,기타 튀김류,고구마튀김(당근),102.00,4
2239,D124005,튀김류,기타 튀김류,두부튀김(간장포함),108.00,7
2240,D124006,튀김류,기타 튀김류,두부튀김(소고기),114.00,10
