no,fd_Code,upper_Fd_Grupp_Nm,fd_Grupp_Nm,fd_Nm,fd_Wgh,food_Cnt
788,D051084,국(탕)류,맑은국류,"호박국(새우젓, 젓새우젓)",491.00,4
789,D051085,국(탕)류,맑은국류,홍합국,454.00,7
790,D051086,국(탕)류,맑은국류,홍합국(무),484.00,8
791,D051096,국(탕)류,맑은국류,매생이국,545.00,5
792,D051114,국(탕)류,맑은국류,장국국물(메밀콧등치기),1845.00,7
793,D051124,국(탕)류,맑은국류,대구국,194.00,8
794,D051125,국(탕)류,맑은국류,김칫국(무),337.00,7
795,D051126,국(탕)류,맑은국류,계란국(표고버섯),237.00,8
796,D051127,국(탕)류,맑은국류,미역국(소고기),200.60,6
797,D051128,국(탕)류,맑은국류,대합국(근대),135.90,10
798,D051129,국(탕)류,맑은국류,미역국(소고기),142.10,6
799,D051130,국(탕)류,맑은국류,동태국,2124.00,10
800,D051131,국(탕)류,맑은국류,오징어국,1995.00,6
801,D051132,국(탕)류,맑은국류,동치미 들깨 무국,241.00,7
802,D051133,국(탕)류,맑은국류,무맑은탕,316.20,11
803,D051134,국(탕)류,맑은국류,옥수수 감자 옹심이,635.20,11
804,D051135,국(탕)류,맑은국류,해물 굴림 만둣국,559.60,16
805,D051136,국(탕)류,맑은국류,효종갱,630.00,11
806,D051137,국(탕)류,맑은국류,대구지리탕,791.00,14
807,D051138,국(탕)류,맑은국류,양지해장국,212.00,10
808,D051139,국(탕)류,맑은국류,황태두부무국,240.00,9
809,D051140,국(탕)류,맑은국류,토마토맑은장국,435.00,6
810,D051141,국(탕)류,맑은국류,토마토돼지고기해장국,486.70,13
811,D051142,국(탕)류,맑은국류,쇠고기 무국,207.00,8
812,D051143,국(탕)류,맑은국류,바지락 맑은국,365.00,9
813,D051144,국(탕)류,맑은국류,바지락 미역국,645.00,11
814,D051145,국(탕)류,맑은국류,북어 무국,362.10,9
815,D051146,국(탕)류,맑은국류,홍합 배춧국,436.30,8
816,D051147,국(탕)류,맑은국류,만두국,139.70,16
817,D051148,국(탕)류,맑은국류,북어국,29.80,8
818,D051149,국(탕)류,맑은국류,산채국,141.00,15
819,D051150,국(탕)류,맑은국류,토란국,46.71,12
820,D051151,국(탕)류,맑은국류,달걀파국,7.51,7
821,D051152,국(탕)류,맑은국류,두부젓국,47.50,8
822,D051153,국(탕)류,맑은국류,떡만둣국,62.30,9
823,D051154,국(탕)류,맑은국류,무들깨국,29.00,7
824,D051155,국(탕)류,맑은국류,물만두국,168.00,7
825,D051156,국(탕)류,맑은국류,북어무국,88.50,10
826,D051157,국(탕)류,맑은국류,손만두국,102.20,7
827,D051158,국(탕)류,맑은국류,순두부국,76.00,9
828,D051159,국(탕)류,맑은국류,시금치국,71.30,9
829,D051160,국(탕)류,맑은국류,양지무국,133.30,7
830,D051161,국(탕)류,맑은국류,얼큰무국,56.50,8
831,D051162,국(탕)류,맑은국류,연두부국,33.80,7
832,D051163,국(탕)류,맑은국류,왕만두국,168.00,7
833,D051164,국(탕)류,맑은국류,유부파국,7.20,4
834,D051165,국(탕)류,맑은국류,황태뭇국,52.50,13
835,D051166,국(탕)류,맑은국류,황태채국,16.10,9
836,D051167,국(탕)류,맑은국류,가지양팟국,15.90,7
837,D051168,국(탕)류,맑은국류,감자맑은국,31.20,12
838,D051169,국(탕)류,맑은국류,감자무챗국,54.90,9
839,D051170,국(탕)류,맑은국류,감자양파국,50.10,10
840,D051171,국(탕)류,맑은국류,건새우무국,55.20,8
841,D051172,국(탕)류,맑은국류,게살달걀국,64.30,6
842,D051173,국(탕)류,맑은국류,꼬치어묵국,98.50,8
843,D051174,국(탕)류,맑은국류,꽃게어묵국,80.53,9
844,D051175,국(탕)류,맑은국류,다시마무국,56.50,8
845,D051176,국(탕)류,맑은국류,달걀부추국,85.25,8
846,D051177,국(탕)류,맑은국류,달걀실파국,18.01,7
847,D051178,국(탕)류,맑은국류,대구살뭇국,78.20,10
848,D051179,국(탕)류,맑은국류,동죽미역국,30.20,7
849,D051180,국(탕)류,맑은국류,두부들깨국,26.50,7
850,D051181,국(탕)류,맑은국류,두부맑은국,53.50,6
851,D051182,국(탕)류,맑은국류,두부미역국,27.10,7
852,D051183,국(탕)류,맑은국류,들깨감자국,51.40,6
853,D051184,국(탕)류,맑은국류,들깨무채국,29.00,7
854,D051185,국(탕)류,맑은국류,들깨미역국,9.40,7
855,D051186,국(탕)류,맑은국류,들깨채소국,21.30,8
856,D051187,국(탕)류,맑은국류,만두달걀국,49.50,8
857,D051188,국(탕)류,맑은국류,매생이굴국,48.70,10
858,D051189,국(탕)류,맑은국류,매생이떡국,89.00,4
859,D051190,국(탕)류,맑은국류,모시조개탕,13.10,7
860,D051191,국(탕)류,맑은국류,무채양팟국,68.90,8
861,D051192,국(탕)류,맑은국류,바지락무국,112.90,9
862,D051193,국(탕)류,맑은국류,배추당면국,28.52,8
863,D051194,국(탕)류,맑은국류,배추들깨국,33.50,8
864,D051195,국(탕)류,맑은국류,배추맑은국,37.40,5
865,D051196,국(탕)류,맑은국류,버섯달걀국,37.00,5
866,D051197,국(탕)류,맑은국류,부추달걀국,120.25,7
867,D051198,국(탕)류,맑은국류,부추맑은국,19.70,6
868,D051199,국(탕)류,맑은국류,부추제첩국,102.00,5
869,D051200,국(탕)류,맑은국류,북어달걀국,27.00,7
870,D051201,국(탕)류,맑은국류,북어두부국,66.90,11
871,D051202,국(탕)류,맑은국류,북어미역국,8.30,7
872,D051203,국(탕)류,맑은국류,북어해장국,86.50,12
873,D051204,국(탕)류,맑은국류,사색어묵국,87.03,6
874,D051205,국(탕)류,맑은국류,산채해장국,142.00,14
875,D051206,국(탕)류,맑은국류,새우달걀국,67.00,6
876,D051207,국(탕)류,맑은국류,새우살무국,68.00,6
877,D051208,국(탕)류,맑은국류,소고기떡국,36.50,8
878,D051209,국(탕)류,맑은국류,숙주당면국,24.02,8
879,D051210,국(탕)류,맑은국류,실파달걀국,62.00,11
880,D051211,국(탕)류,맑은국류,쑥갓맑은국,11.40,6
881,D051212,국(탕)류,맑은국류,애호박젓국,32.50,7
882,D051213,국(탕)류,맑은국류,온청포묵국,116.00,8
883,D051214,국(탕)류,맑은국류,유부당면국,21.52,8
884,D051215,국(탕)류,맑은국류,유부맑은국,35.50,6
885,D051216,국(탕)류,맑은국류,유부어묵국,84.03,6
886,D051217,국(탕)류,맑은국류,재첩미역국,29.00,6
887,D051218,국(탕)류,맑은국류,전복미역국,29.50,6
888,D051219,국(탕)류,맑은국류,조개맑은국,43.60,7
889,D051220,국(탕)류,맑은국류,참치미역국,52.01,7
890,D051221,국(탕)류,맑은국류,팽이맑은국,46.00,8
891,D051222,국(탕)류,맑은국류,호박양파국,31.50,7
892,D051223,국(탕)류,맑은국류,홍게달걀국,124.00,8
893,D051224,국(탕)류,맑은국류,홍합미역국,28.00,6
894,D051225,국(탕)류,맑은국류,홍합살무국,71.00,8
895,D051226,국(탕)류,맑은국류,황태달걀국,87.80,9
896,D051227,국(탕)류,맑은국류,황태미역국,19.30,7
897,D051228,국(탕)류,맑은국류,황태해장국,57.80,9
898,D051229,국(탕)류,맑은국류,가자미미역국,52.01,7
899,D051230,국(탕)류,맑은국류,감자애호박국,36.30,8
900,D051231,국(탕)류,맑은국류,감자풋고추국,56.50,11
901,D051232,국(탕)류,맑은국류,건새우근대국,71.00,5
902,D051233,국(탕)류,맑은국류,건새우미역국,8.00,5
903,D051234,국(탕)류,맑은국류,고사리들깨국,23.50,8
904,D051235,국(탕)류,맑은국류,고추장어묵국,62.53,9
905,D051236,국(탕)류,맑은국류,근대콩나물국,43.00,8
906,D051237,국(탕)류,맑은국류,단호박맑은국,40.00,8
907,D051238,국(탕)류,맑은국류,닭장영양떡국,313.50,14
908,D051239,국(탕)류,맑은국류,동태살맑은국,34.52,9
909,D051240,국(탕)류,맑은국류,두부바지락국,102.90,9
910,D051241,국(탕)류,맑은국류,두부새우젓국,33.50,8
911,D051242,국(탕)류,맑은국류,들기름무채국,72.50,5
912,D051243,국(탕)류,맑은국류,들깨머위대국,91.00,8
913,D051244,국(탕)류,맑은국류,맑은우동국물,22.00,7
914,D051245,국(탕)류,맑은국류,매생이만두국,65.00,8
915,D051246,국(탕)류,맑은국류,매콤콩나물국,63.70,10
916,D051247,국(탕)류,맑은국류,무우새우젓국,69.00,7
917,D051248,국(탕)류,맑은국류,무채콩나물국,72.20,10
918,D051249,국(탕)류,맑은국류,물만두달걀국,198.00,8
919,D051250,국(탕)류,맑은국류,미역북어채국,19.30,7
920,D051251,국(탕)류,맑은국류,바지락맑은국,30.90,4
921,D051252,국(탕)류,맑은국류,바지락미역국,27.00,5
922,D051253,국(탕)류,맑은국류,백김치맑은국,25.50,6
923,D051254,국(탕)류,맑은국류,보리새우무국,71.10,7
924,D051255,국(탕)류,맑은국류,북어채미역국,17.00,5
925,D051256,국(탕)류,맑은국류,새우살미역국,61.50,5
926,D051257,국(탕)류,맑은국류,소고기감자국,164.00,7
927,D051258,국(탕)류,맑은국류,소고기당면국,68.00,8
928,D051259,국(탕)류,맑은국류,소고기배추국,63.70,12
929,D051260,국(탕)류,맑은국류,소고기버섯국,59.10,11
930,D051261,국(탕)류,맑은국류,소고기샤브국,41.30,11
931,D051262,국(탕)류,맑은국류,소고기숙주국,43.50,8
932,D051263,국(탕)류,맑은국류,속풀이해장국,79.00,7
933,D051264,국(탕)류,맑은국류,순두부김칫국,94.00,9
934,D051265,국(탕)류,맑은국류,순두부달걀국,60.80,9
935,D051266,국(탕)류,맑은국류,순두부맑은국,36.50,7
936,D051267,국(탕)류,맑은국류,시금치들깨국,38.50,6
937,D051268,국(탕)류,맑은국류,애호박양파국,33.60,8
938,D051269,국(탕)류,맑은국류,어린이만둣국,28.30,7
939,D051270,국(탕)류,맑은국류,어린이어묵국,36.50,7
940,D051271,국(탕)류,맑은국류,연두부달걀국,126.00,8
941,D051272,국(탕)류,맑은국류,전복살미역국,19.00,6
942,D051273,국(탕)류,맑은국류,조개살미역국,16.00,4
943,D051274,국(탕)류,맑은국류,채소닭고기국,50.00,10
944,D051275,국(탕)류,맑은국류,청경채맑은국,18.60,6
945,D051276,국(탕)류,맑은국류,호박새우젓국,69.50,7
946,D051277,국(탕)류,맑은국류,감자들깨미역국,39.90,7
947,D051278,국(탕)류,맑은국류,건새우시금치국,47.50,7
948,D051279,국(탕)류,맑은국류,건새우콩나물국,69.80,11
949,D051280,국(탕)류,맑은국류,게맛살연두부국,103.00,7
950,D051281,국(탕)류,맑은국류,달걀쪽파맑은국,61.50,11
951,D051282,국(탕)류,맑은국류,닭가슴살미역국,20.40,6
952,D051283,국(탕)류,맑은국류,들깨감자미역국,41.10,8
953,D051284,국(탕)류,맑은국류,맑은감자양파국,90.11,11
954,D051285,국(탕)류,맑은국류,매콤오징어무국,89.70,11
955,D051286,국(탕)류,맑은국류,모시조개맑은탕,31.10,7
956,D051287,국(탕)류,맑은국류,모시조개미역국,18.50,6
957,D051288,국(탕)류,맑은국류,바지락살미역국,7.10,7
958,D051289,국(탕)류,맑은국류,바지락순두부국,80.50,10
959,D051290,국(탕)류,맑은국류,바지락콩나물국,30.90,8
960,D051291,국(탕)류,맑은국류,부추새우맑은국,58.10,6
961,D051292,국(탕)류,맑은국류,북어두부해장국,86.50,12
962,D051293,국(탕)류,맑은국류,삼색조랭이떡국,88.20,8
963,D051294,국(탕)류,맑은국류,새우젓콩나물국,67.30,10
964,D051295,국(탕)류,맑은국류,소고기달걀떡국,106.10,9
965,D051296,국(탕)류,맑은국류,소고기들깨뭇국,51.55,8
966,D051297,국(탕)류,맑은국류,송이버섯미역국,24.70,7
967,D051298,국(탕)류,맑은국류,시금치콩나물국,80.00,9
968,D051299,국(탕)류,맑은국류,애호박고추장국,115.00,11
969,D051300,국(탕)류,맑은국류,애호박새우젓국,64.50,7
970,D051301,국(탕)류,맑은국류,어린이콩나물국,27.50,5
971,D051302,국(탕)류,맑은국류,오징어두부무국,104.00,12
972,D051303,국(탕)류,맑은국류,오징어콩나물국,57.90,8
973,D051304,국(탕)류,맑은국류,제주도식해장국,79.50,10
974,D051305,국(탕)류,맑은국류,청양건새우무국,56.20,9
975,D051306,국(탕)류,맑은국류,팽이버섯달걀국,89.70,11
976,D051307,국(탕)류,맑은국류,팽이버섯유부국,57.03,5
977,D051308,국(탕)류,맑은국류,냉이순두부맑은국,91.60,8
978,D051309,국(탕)류,맑은국류,모시조개콩나물국,92.00,6
979,D051310,국(탕)류,맑은국류,미역오이양파냉국,38.00,9
980,D051311,국(탕)류,맑은국류,바지락살콩나물국,67.90,8
981,D051312,국(탕)류,맑은국류,북어채감자미역국,43.30,8
982,D051313,국(탕)류,맑은국류,북어콩나물해장국,76.50,11
983,D051314,국(탕)류,맑은국류,새우연두부달걀국,176.00,9
984,D051315,국(탕)류,맑은국류,소고기두부맑은국,59.70,10
985,D051316,국(탕)류,맑은국류,얼큰김치콩나물국,99.50,7
986,D051317,국(탕)류,맑은국류,얼큰청양콩나물국,43.90,8
987,D051318,국(탕)류,맑은국류,잘게썬오징어뭇국,34.60,8
988,D051319,국(탕)류,맑은국류,조개순두부맑은국,111.60,8
989,D051320,국(탕)류,맑은국류,황태채사골만두국,87.00,10
990,D051321,국(탕)류,맑은국류,황태콩나물해장국,72.80,10
991,D051322,국(탕)류,맑은국류,날콩가루배추된장국,63.20,8
992,D051323,국(탕)류,맑은국류,닭가슴살배추들깨국,164.50,9
993,D051324,국(탕)류,맑은국류,바지락순두부김치국,53.50,9
994,D051325,국(탕)류,맑은국류,소고기느타리버섯국,105.00,15
995,D051326,국(탕)류,맑은국류,순한들깨가루미역국,6.83,6
996,D051327,국(탕)류,맑은국류,어린이느타리버섯국,40.00,8
997,D051328,국(탕)류,맑은국류,어린이소고기미역국,12.50,6
998,D051329,국(탕)류,맑은국류,어린이조갯살미역국,25.40,6
999,D051330,국(탕)류,맑은국류,괴산올갱이국(향토-충청도),66.00,7
1000,D051331,국(탕)류,맑은국류,와각탕(모시조개탕),58.60,8
1001,D051332,국(탕)류,맑은국류,편수(유두절),145.70,12
1002,D052001,국(탕)류,된장국류,감자된장국,528.00,9
1003,D052002,국(탕)류,된장국류,감자된장국(고비),529.00,9
1004,D052003,국(탕)류,된장국류,"감자된장국(열무, 고추장)",499.00,7
1005,D052004,국(탕)류,된장국류,고비된장국,489.00,8
1006,D052005,국(탕)류,된장국류,근대된장국,495.00,5
1007,D052006,국(탕)류,된장국류,근대된장국(고추장),524.00,8
1008,D052007,국(탕)류,된장국류,꽃게된장국,566.00,6
1009,D052008,국(탕)류,된장국류,냉이된장국,537.00,6
1010,D052009,국(탕)류,된장국류,냉이된장국(고추장),537.00,6
1011,D052010,국(탕)류,된장국류,"냉이된장국(고추장, 바지락)",552.00,7
1012,D052011,국(탕)류,된장국류,"냉이된장국(고추장, 콩가루)",547.00,7
1013,D052012,국(탕)류,된장국류,달래된장국,531.00,7
1014,D052013,국(탕)류,된장국류,달래된장국(멸치),534.00,8
1015,D052014,국(탕)류,된장국류,두부된장국,519.00,8
1016,D052015,국(탕)류,된장국류,두부된장국(고추장),524.00,9
1017,D052016,국(탕)류,된장국류,"두부된장국(고추장, 근대)",534.00,10
1018,D052017,국(탕)류,된장국류,"두부된장국(고추장, 무)",544.00,10
1019,D052018,국(탕)류,된장국류,"두부된장국(고추장, 실파)",529.00,9
1020,D052019,국(탕)류,된장국류,미역된장국,486.00,8
1021,D052020,국(탕)류,된장국류,배추된장국(고추장),481.00,6
1022,D052021,국(탕)류,된장국류,"배추된장국(고추장, 시금치)",496.00,7
1023,D052022,국(탕)류,된장국류,"배추된장국(고추장, 콩가루)",501.00,7
1024,D052023,국(탕)류,된장국류,"배추된장국(고추장, 호박)",501.00,7
1025,D052024,국(탕)류,된장국류,배추된장국(들깨),519.00,8
1026,D052025,국(탕)류,된장국류,배추된장국(무),517.00,6
1027,D052026,국(탕)류,된장국류,배추된장국(소고기),509.00,7
1028,D052027,국(탕)류,된장국류,배추된장국(양배추),527.00,7
1029,D052028,국(탕)류,된장국류,배추된장국(조개살),525.00,7
1030,D052029,국(탕)류,된장국류,버섯된장국(양송이버섯),537.00,7
1031,D052030,국(탕)류,된장국류,버섯된장국(팽이버섯),531.00,9
1032,D052031,국(탕)류,된장국류,순두부된장국(고추장),624.00,9
1033,D052032,국(탕)류,된장국류,시금치된장국,486.00,4
1034,D052033,국(탕)류,된장국류,시금치된장국(멸치),468.00,5
1035,D052034,국(탕)류,된장국류,"시금치된장국(멸치, 풋고추)",472.00,6
1036,D052035,국(탕)류,된장국류,시래기된장국(소고기),509.00,7
1037,D052036,국(탕)류,된장국류,시래기된장국(소고기맛 조미료),474.00,5
1038,D052037,국(탕)류,된장국류,쑥국,491.00,5
1039,D052038,국(탕)류,된장국류,"아욱된장국(고추장, 건새우)",458.00,7
1040,D052039,국(탕)류,된장국류,"아욱된장국(고추장, 멸치)",497.00,6
1041,D052040,국(탕)류,된장국류,아욱된장국(배추),537.00,7
1042,D052041,국(탕)류,된장국류,얼갈이된장국(멸치),489.00,6
1043,D052042,국(탕)류,된장국류,얼갈이된장국(소고기),513.00,6
1044,D052043,국(탕)류,된장국류,열무된장국,527.00,7
1045,D052044,국(탕)류,된장국류,열무된장국(멸치),497.00,7
1046,D052045,국(탕)류,된장국류,우거지된장국(두부),507.00,6
1047,D052046,국(탕)류,된장국류,우거지된장국(소고기),459.00,5
1048,D052047,국(탕)류,된장국류,"우거지된장국(소고기, 콩나물)",469.00,6
1049,D052048,국(탕)류,된장국류,우거지된장국(홍합),499.00,5
1050,D052049,국(탕)류,된장국류,콩나물된장국,478.00,7
1051,D052050,국(탕)류,된장국류,해물된장국,542.00,10
1052,D052051,국(탕)류,된장국류,호박된장국,537.00,7
1053,D052052,국(탕)류,된장국류,호박된장국(멸치),464.00,6
1054,D052053,국(탕)류,된장국류,호박잎된장국(소고기),499.00,8
1055,D052059,국(탕)류,된장국류,들깨우거지국,485.00,6
1056,D052064,국(탕)류,된장국류,들깨우거지국,220.10,6
1057,D052065,국(탕)류,된장국류,들깨우거지국,220.00,6
1058,D052066,국(탕)류,된장국류,미역들깨된장국,220.00,8
1059,D052069,국(탕)류,된장국류,시금치된장국,225.90,4
1060,D052070,국(탕)류,된장국류,들깨우거지국,159.90,6
1061,D052071,국(탕)류,된장국류,무된장국,484.00,8
1062,D052072,국(탕)류,된장국류,애호박국,1904.00,6
1063,D052073,국(탕)류,된장국류,냉이된장국,279.35,10
1064,D052074,국(탕)류,된장국류,쑥바지락국,276.00,8
1065,D052075,국(탕)류,된장국류,죽순미나리된장국,293.00,9
1066,D052076,국(탕)류,된장국류,콩가루 냉이 된장국,247.00,7
1067,D052077,국(탕)류,된장국류,된장냉국,578.00,14
1068,D052078,국(탕)류,된장국류,샤브된장국,203.50,12
1069,D052079,국(탕)류,된장국류,완자된장국,152.00,17
1070,D052080,국(탕)류,된장국류,굴림만두된장국,839.00,18
1071,D052081,국(탕)류,된장국류,단호박배추된장국,675.00,8
1072,D052082,국(탕)류,된장국류,된장시금치옹심이,516.00,11
1073,D052083,국(탕)류,된장국류,새우단배추된장국,438.30,14
1074,D052084,국(탕)류,된장국류,토마토요구르트된장국,596.70,17
1075,D052085,국(탕)류,된장국류,아욱국,69.80,7
1076,D052086,국(탕)류,된장국류,두부장국,71.00,6
1077,D052087,국(탕)류,된장국류,미역장국,13.50,6
1078,D052088,국(탕)류,된장국류,버섯장국,40.50,8
1079,D052089,국(탕)류,된장국류,시래기국,56.30,8
1080,D052090,국(탕)류,된장국류,실파장국,25.50,6
1081,D052091,국(탕)류,된장국류,유부장국,16.10,8
1082,D052092,국(탕)류,된장국류,유부채국,61.20,12
1083,D052093,국(탕)류,된장국류,팽이장국,30.00,6
1084,D052094,국(탕)류,된장국류,근대토장국,77.81,9
1085,D052095,국(탕)류,된장국류,냉이두부국,85.50,14
1086,D052096,국(탕)류,된장국류,무순된장국,35.20,9
1087,D052097,국(탕)류,된장국류,바지락쑥국,104.50,14
1088,D052098,국(탕)류,된장국류,봄동된장국,76.50,6
1089,D052099,국(탕)류,된장국류,부추된장국,35.50,7
1090,D052100,국(탕)류,된장국류,쑥바지락국,34.50,6
1091,D052101,국(탕)류,된장국류,양파된장국,46.00,9
1092,D052102,국(탕)류,된장국류,열무감자국,115.00,7
1093,D052103,국(탕)류,된장국류,유부된장국,55.00,7
1094,D052104,국(탕)류,된장국류,유부두부국,62.20,12
1095,D052105,국(탕)류,된장국류,유채된장국,44.50,5
1096,D052106,국(탕)류,된장국류,콩가루쑥국,104.10,9
1097,D052107,국(탕)류,된장국류,파유부장국,27.00,8
1098,D052108,국(탕)류,된장국류,팽이미역국,23.00,6
1099,D052109,국(탕)류,된장국류,호박된장국,38.10,8
1100,D052110,국(탕)류,된장국류,미역팽이장국,14.50,7
1101,D052111,국(탕)류,된장국류,보리순된장국,60.20,10
1102,D052112,국(탕)류,된장국류,애호박된장국,32.50,7
1103,D052113,국(탕)류,된장국류,양배추된장국,45.50,6
1104,D052114,국(탕)류,된장국류,양송이된장국,28.80,5
1105,D052115,국(탕)류,된장국류,어린이근대국,36.00,9
1106,D052116,국(탕)류,된장국류,얼갈이토장국,172.00,8
1107,D052117,국(탕)류,된장국류,유부팽이장국,24.02,7
1108,D052118,국(탕)류,된장국류,일식팽이장국,24.02,5
1109,D052119,국(탕)류,된장국류,조갯살근대국,93.00,5
1110,D052120,국(탕)류,된장국류,콩가루배추국,63.20,7
1111,D052121,국(탕)류,된장국류,호박잎된장국,93.20,14
1112,D052122,국(탕)류,된장국류,달래두부된장국,34.30,7
1113,D052123,국(탕)류,된장국류,두부양파된장국,49.20,7
1114,D052124,국(탕)류,된장국류,마른새우아욱국,77.00,8
1115,D052125,국(탕)류,된장국류,바지락된장찌개,132.20,12
1116,D052126,국(탕)류,된장국류,바지락살냉이국,54.00,8
1117,D052127,국(탕)류,된장국류,소고기쑥된장국,67.20,13
1118,D052128,국(탕)류,된장국류,시래기콩나물국,43.00,8
1119,D052129,국(탕)류,된장국류,아욱두부된장국,33.00,6
1120,D052130,국(탕)류,된장국류,아욱부추된장국,69.00,7
1121,D052131,국(탕)류,된장국류,아욱양파된장국,75.00,7
1122,D052132,국(탕)류,된장국류,얼큰감자된장국,67.00,12
1123,D052133,국(탕)류,된장국류,채소미소된장국,49.50,8
1124,D052134,국(탕)류,된장국류,팽이미소된장국,43.10,7
1125,D052135,국(탕)류,된장국류,두부시금치된장국,101.20,14
1126,D052136,국(탕)류,된장국류,들깨시래기된장국,98.50,15
1127,D052137,국(탕)류,된장국류,배추콩나물된장국,60.00,10
1128,D052138,국(탕)류,된장국류,소고기감자된장국,99.50,8
1129,D052139,국(탕)류,된장국류,소고기배추된장국,67.81,12
1130,D052140,국(탕)류,된장국류,소고기봄동된장국,28.90,8
1131,D052141,국(탕)류,된장국류,소고기아욱된장국,91.20,6
1132,D052142,국(탕)류,된장국류,시금치두부된장국,99.00,9
1133,D052143,국(탕)류,된장국류,시래기열무된장국,54.00,6
1134,D052144,국(탕)류,된장국류,어린이냉이된장국,46.50,6
1135,D052145,국(탕)류,된장국류,어린이아욱된장국,37.50,7
1136,D052146,국(탕)류,된장국류,어린이유부된장국,35.00,7
1137,D052147,국(탕)류,된장국류,열무바지락된장국,78.50,11
1138,D052148,국(탕)류,된장국류,우거지숙주토장국,60.00,6
1139,D052149,국(탕)류,된장국류,조갯살냉이된장국,81.30,7
1140,D052150,국(탕)류,된장국류,차돌얼갈이된장국,91.20,6
1141,D052151,국(탕)류,된장국류,근대바지락살된장국,103.00,8
1142,D052152,국(탕)류,된장국류,바지락살달래된장국,47.30,10
1143,D052153,국(탕)류,된장국류,바지락시금치된장국,79.20,9
1144,D052154,국(탕)류,된장국류,시금치조갯살된장국,97.00,9
1145,D052155,국(탕)류,된장국류,시금치콩나물된장국,68.00,9
1146,D052156,국(탕)류,된장국류,어린이시금치된장국,33.50,6
1147,D052157,국(탕)류,된장국류,얼갈이콩나물된장국,53.50,9
1148,D052158,국(탕)류,된장국류,모시조개시금치된장국,82.20,8
1149,D052159,국(탕)류,된장국류,팽이버섯시금치된장국,64.00,8
1150,D052160,국(탕)류,된장국류,바지락냉이된장국(대보름),55.00,8
1151,D052161,국(탕)류,된장국류,다슬기(올갱이)아욱된장국,74.00,6
1152,D053001,국(탕)류,곰국 및 탕류,갈비탕,1136.00,9
1153,D053002,국(탕)류,곰국 및 탕류,감자탕,1159.00,10
1154,D053003,국(탕)류,곰국 및 탕류,곰국,1064.00,3
1155,D053004,국(탕)류,곰국 및 탕류,"곱창국(소고기, 고추장)",761.00,11
1156,D053005,국(탕)류,곰국 및 탕류,꼬리곰탕,1112.00,8
1157,D053006,국(탕)류,곰국 및 탕류,꽃게탕,647.00,11
1158,D053007,국(탕)류,곰국 및 탕류,닭개장,781.00,7
1159,D053008,국(탕)류,곰국 및 탕류,닭고깃국,734.00,7
1160,D053009,국(탕)류,곰국 및 탕류,닭곰탕(감자),725.00,8
1161,D053010,국(탕)류,곰국 및 탕류,닭곰탕(무),732.00,7
1162,D053011,국(탕)류,곰국 및 탕류,닭백숙,735.00,8
1163,D053012,국(탕)류,곰국 및 탕류,도가니탕,1110.00,8
1164,D053013,국(탕)류,곰국 및 탕류,버섯국(느타리버섯),468.00,9
1165,D053014,국(탕)류,곰국 및 탕류,버섯국(모듬),488.00,10
1166,D053015,국(탕)류,곰국 및 탕류,버섯국(팽이버섯),467.00,8
1167,D053016,국(탕)류,곰국 및 탕류,보신탕(소고기),1137.00,9
1168,D053017,국(탕)류,곰국 및 탕류,사골탕,1081.00,5
1169,D053018,국(탕)류,곰국 및 탕류,삼계탕,924.00,9
1170,D053019,국(탕)류,곰국 및 탕류,선짓국(소고기),951.00,8
1171,D053020,국(탕)류,곰국 및 탕류,설렁탕,1091.00,7
1172,D053021,국(탕)류,곰국 및 탕류,"순댓국(소고기, 고추장)",948.00,12
1173,D053022,국(탕)류,곰국 및 탕류,오골계탕,929.00,9
1174,D053023,국(탕)류,곰국 및 탕류,오리백숙,909.00,8
1175,D053024,국(탕)류,곰국 및 탕류,완자탕(소고기),678.00,10
1176,D053025,국(탕)류,곰국 및 탕류,우거지해장국(소고기),933.00,8
1177,D053026,국(탕)류,곰국 및 탕류,우족탕,1267.00,6
1178,D053027,국(탕)류,곰국 및 탕류,육개장,994.00,10
1179,D053028,국(탕)류,곰국 및 탕류,육수(소고기),870.00,1
1180,D053029,국(탕)류,곰국 및 탕류,짬뽕국,782.00,14
1181,D053030,국(탕)류,곰국 및 탕류,추어탕(고추장),763.00,11
1182,D053031,국(탕)류,곰국 및 탕류,해물탕(고추장),633.00,12
1183,D053036,국(탕)류,곰국 및 탕류,나주곰탕,2111.00,11
1184,D053038,국(탕)류,곰국 및 탕류,낙지연포탕,670.00,7
1185,D053042,국(탕)류,곰국 및 탕류,밀국낙지탕,4591.00,8
1186,D053045,국(탕)류,곰국 및 탕류,박속낙지탕,3674.00,11
1187,D053055,국(탕)류,곰국 및 탕류,초교탕,6367.50,19
1188,D053057,국(탕)류,곰국 및 탕류,추어탕,1319.60,11
1189,D053059,국(탕)류,곰국 및 탕류,콩비지탕,795.00,7
1190,D053062,국(탕)류,곰국 및 탕류,토란탕,672.00,5
1191,D053068,국(탕)류,곰국 및 탕류,꼬리곰탕,353.10,8
1192,D053069,국(탕)류,곰국 및 탕류,사골우거지국,2636.00,9
1193,D053070,국(탕)류,곰국 및 탕류,두유버섯들깨탕,350.30,9
1194,D053071,국(탕)류,곰국 및 탕류,무사골 곰탕,292.10,9
1195,D053072,국(탕)류,곰국 및 탕류,배추백짬뽕탕,383.70,18
1196,D053073,국(탕)류,곰국 및 탕류,새송이버섯들깨탕,341.30,14
